Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSMUSG00000087264,Gad1os,,
ENSMUSG00000027596,a,ENSG00000101440,ASIP
ENSMUSG00000058057,Mettl7a3,ENSG00000185432,METTL7A
ENSMUSG00000088651,Gm24853,ENSG00000252138,
ENSMUSG00000105728,Gm42819,,
ENSMUSG00000091587,Gm17191,,
ENSMUSG00000106427,Gm42820,,
ENSMUSG00000093789,Methig1,,
ENSMUSG00000099354,1700124L16Rik,,
ENSMUSG00000089431,Gm23196,ENSG00000199360,RNU6-1115P
ENSMUSG00000090021,Gm6493,,
ENSMUSG00000008438,Adam21,ENSG00000139985,ADAM21
ENSMUSG00000043468,Adam30,ENSG00000134249,ADAM30
ENSMUSG00000116996,Gm8128,,
ENSMUSG00000022505,Emp2,ENSG00000213853,EMP2
ENSMUSG00000106486,Gm9771,,
ENSMUSG00000107505,Stambp-ps1,,
ENSMUSG00000027876,Reg4,ENSG00000134193,REG4
ENSMUSG00000107896,Gm8719,,
ENSMUSG00000002679,Med6,ENSG00000133997,MED6
ENSMUSG00000014747,Ankrd53,ENSG00000144031,ANKRD53
ENSMUSG00000022550,Adck5,ENSG00000173137,ADCK5
ENSMUSG00000104842,Gm42821,,
ENSMUSG00000027285,Haus2,ENSG00000137814,HAUS2
ENSMUSG00000014748,Tex261,ENSG00000144043,TEX261
ENSMUSG00000027750,Postn,ENSG00000133110,POSTN
ENSMUSG00002076182,Gm55060,ENSG00000251939,RNU6-1278P
ENSMUSG00000116637,Gm8130,,
ENSMUSG00000116270,Gm1600,,
ENSMUSG00000039179,Tekt5,ENSG00000153060,TEKT5
ENSMUSG00000108525,Gm7443,,
ENSMUSG00000004633,Chn2,ENSG00000106069,CHN2
ENSMUSG00000061614,Olfr845,ENSG00000170923,OR7G2
ENSMUSG00000082054,Psmb6-ps,,
ENSMUSG00000022503,Nubp1,ENSG00000103274,NUBP1
ENSMUSG00000031162,Gata1,ENSG00000102145,GATA1
ENSMUSG00000058692,Olfr846,ENSG00000170923,OR7G2
ENSMUSG00000036244,Tbc1d21,ENSG00000167139,TBC1D21
ENSMUSG00000113885,Gm47802,,
ENSMUSG00000073408,Mucl3,ENSG00000168631,MUCL3
ENSMUSG00000113650,Gm47826,,
ENSMUSG00000113754,Gm47401,,
ENSMUSG00002075551,Gm55276,,
ENSMUSG00000035493,Tgfbi,ENSG00000120708,TGFBI
ENSMUSG00000090244,Gm16572,,
ENSMUSG00000089806,Gm16570,,
ENSMUSG00000042734,Ttc9,ENSG00000133985,TTC9
ENSMUSG00000113184,Gm49654,,
ENSMUSG00000075302,Erich2,ENSG00000204334,ERICH2
ENSMUSG00000042724,Map3k9,ENSG00000006432,MAP3K9
ENSMUSG00000117556,Gm18948,,
ENSMUSG00000094334,Fabp5l2,,
ENSMUSG00000117542,Gm18763,,
ENSMUSG00000064822,Gm24292,,
ENSMUSG00000117462,Gm50027,,
ENSMUSG00000031163,Glod5,ENSG00000171433,GLOD5
ENSMUSG00000117505,Gm9993,,
ENSMUSG00000024283,Wac,ENSG00000095787,WAC
ENSMUSG00000092389,Gm20483,,
ENSMUSG00000083518,Gm9429,,
ENSMUSG00000114469,C730002L08Rik,,
ENSMUSG00000080877,Rpl22-ps1,,
ENSMUSG00000082404,Gm14799,,
ENSMUSG00000031370,Zrsr2,,
ENSMUSG00000006435,Neurl1a,ENSG00000107954,NEURL1
ENSMUSG00000110943,Gm30674,,
ENSMUSG00000003279,Dlgap1,ENSG00000170579,DLGAP1
ENSMUSG00000111106,Gm3318,,
ENSMUSG00000035873,Pawr,ENSG00000177425,PAWR
ENSMUSG00000100487,1700072B07Rik,,
ENSMUSG00000110527,Gm7751,,
ENSMUSG00000050908,Tvp23a,ENSG00000166676,TVP23A
ENSMUSG00000066607,Insyn1,ENSG00000205363,INSYN1
ENSMUSG00000049493,Pls1,ENSG00000120756,PLS1
ENSMUSG00000071434,9230019H11Rik,,
ENSMUSG00000104076,Gm37026,,
ENSMUSG00000084897,Gm14226,ENSG00000242950,ERVW-1
ENSMUSG00000113303,4930423D22Rik,,
ENSMUSG00000113950,Gm47080,,
ENSMUSG00000065653,Gm23105,,
ENSMUSG00000021266,Wars,ENSG00000140105,WARS1
ENSMUSG00000110909,B020014A21Rik,,
ENSMUSG00000033705,Stard9,,
ENSMUSG00000111242,Gm8155,,
ENSMUSG00000111625,Gm48097,,
ENSMUSG00000112532,Gm36283,,
ENSMUSG00000110787,Gm6667,,
ENSMUSG00002075138,Gm55527,,
ENSMUSG00000112065,Gm47466,,
ENSMUSG00000091618,H60c,,
ENSMUSG00000118127,Gm36693,,
ENSMUSG00000059821,Olfr847,ENSG00000170923,OR7G2
ENSMUSG00000117659,Gm50339,,
ENSMUSG00000022875,Kng1,ENSG00000113889,KNG1
ENSMUSG00000118029,Gm55328,,
ENSMUSG00000111114,Gm18703,,
ENSMUSG00000110590,Olfr848-ps1,,
ENSMUSG00000053279,Aldh1a1,ENSG00000165092,ALDH1A1
ENSMUSG00000040653,Ppp1r14c,ENSG00000198729,PPP1R14C
ENSMUSG00000087862,Gm23048,,
ENSMUSG00000096655,1700065D16Rik,,
ENSMUSG00000052182,Olfr849,,
ENSMUSG00002076446,Gm55530,,
ENSMUSG00000019762,Iyd,ENSG00000009765,IYD
ENSMUSG00000094535,Olfr850,ENSG00000161807,OR7G1
ENSMUSG00000068243,Gm7079,,
ENSMUSG00000052625,Olfr851,,
ENSMUSG00000031373,Car5b,ENSG00000169239,CA5B
ENSMUSG00000110572,Olfr852-ps1,,
ENSMUSG00000056487,Mettl7a2,ENSG00000185432,METTL7A
ENSMUSG00000051160,Olfr853,,
ENSMUSG00000035914,Cd276,ENSG00000103855,CD276
ENSMUSG00000035864,Syt1,ENSG00000067715,SYT1
ENSMUSG00000116238,Gm49413,,
ENSMUSG00000116145,5730521K06Rik,,
ENSMUSG00000093550,Higd1c,ENSG00000214511,HIGD1C
ENSMUSG00000031283,Chrdl1,ENSG00000101938,CHRDL1
ENSMUSG00000047168,Gm6684,,
ENSMUSG00000034022,Cpsf1,ENSG00000071894,CPSF1
ENSMUSG00000024747,Aldh1a7,ENSG00000165092,ALDH1A1
ENSMUSG00000103486,Gm10657,,
ENSMUSG00002075096,Gm55774,,
ENSMUSG00000095667,Olfr854,ENSG00000161807,OR7G1
ENSMUSG00000027597,Ahcy,ENSG00000101444,AHCY
ENSMUSG00000043087,Olfr855,,
ENSMUSG00000110571,Gm45730,,
ENSMUSG00000057551,Zfp317,ENSG00000130803,ZNF317
ENSMUSG00000024749,Tmc1,ENSG00000165091,TMC1
ENSMUSG00000110521,Olfr856-ps1,,
ENSMUSG00000110610,Gm7769,,
ENSMUSG00000094678,Olfr857,,
ENSMUSG00000109877,Gm45609,,
ENSMUSG00000110578,Olfr858-ps1,,
ENSMUSG00000058659,Olfr58,,
ENSMUSG00000087254,2310005A03Rik,,
ENSMUSG00000046159,Chrm3,ENSG00000133019,CHRM3
ENSMUSG00000095448,Olfr859,,
ENSMUSG00000070880,Gad1,ENSG00000128683,GAD1
ENSMUSG00000113146,Gm47406,,
ENSMUSG00000113502,Gm47411,,
ENSMUSG00000113680,Gm47405,,
ENSMUSG00000110511,Gm45699,,
ENSMUSG00000113695,9330159N22Rik,,
ENSMUSG00002076405,Gm55284,,
ENSMUSG00000066905,Olfr860,,
ENSMUSG00000113261,Gm47404,,
ENSMUSG00000097009,Gm26861,,
ENSMUSG00000112039,Gm5136,ENSG00000185515,BRCC3
ENSMUSG00000111910,Gm47472,,
ENSMUSG00000118293,Gm32750,,
ENSMUSG00000112905,Gm47477,,
ENSMUSG00002075962,Gm55534,,
ENSMUSG00000110518,Olfr861-ps1,,
ENSMUSG00002075046,Gm55535,,
ENSMUSG00000065802,Gm23041,ENSG00000201658,RNU6-283P
ENSMUSG00000053617,Sh3pxd2a,ENSG00000107957,SH3PXD2A
ENSMUSG00000112253,Gm47329,,
ENSMUSG00000113758,Gm47407,,
ENSMUSG00000112260,3110043J17Rik,,
ENSMUSG00000063842,Olfr862,,
ENSMUSG00000113243,Gm36525,,
ENSMUSG00002075343,Gm55285,,
ENSMUSG00000114134,Gm47408,,
ENSMUSG00000113673,Gm47486,,
ENSMUSG00000077618,Gm25496,,
ENSMUSG00000051118,Olfr77,ENSG00000174667,OR7D4
ENSMUSG00000113799,Gm47487,,
ENSMUSG00000020111,Micu1,ENSG00000107745,MICU1
ENSMUSG00000014850,Msh3,ENSG00000113318,MSH3
ENSMUSG00000091460,Gm7808,,
ENSMUSG00000107085,Gm42883,,
ENSMUSG00000034342,Cbl,ENSG00000110395,CBL
ENSMUSG00000116625,Gm8134,,
ENSMUSG00000088217,Gm22079,ENSG00000200108,RNU6-774P
ENSMUSG00000112981,5033424D13Rik,,
ENSMUSG00000022504,Ciita,ENSG00000179583,CIITA
ENSMUSG00000040877,Wdr25,ENSG00000176473,WDR25
ENSMUSG00000004815,Dgkq,ENSG00000145214,DGKQ
ENSMUSG00000087670,9530036M11Rik,,
ENSMUSG00000080205,Gm15526,,
ENSMUSG00000030359,Pzp,,
ENSMUSG00000113966,Gm47980,,
ENSMUSG00000113478,Gm18405,,
ENSMUSG00000040867,Begain,ENSG00000183092,BEGAIN
ENSMUSG00000040749,Siah1b,ENSG00000196470,SIAH1
ENSMUSG00000057098,Ebf1,ENSG00000164330,EBF1
ENSMUSG00000098786,Mir6995,,
ENSMUSG00000118047,4930554I06Rik,,
ENSMUSG00000118086,Gm52981,,
ENSMUSG00000088047,Gm23325,,
ENSMUSG00000015401,Cltrn,ENSG00000147003,CLTRN
ENSMUSG00000118090,Gm50236,,
ENSMUSG00000118044,Gm50243,,
ENSMUSG00000024750,Zfand5,ENSG00000107372,ZFAND5
ENSMUSG00000027875,Hmgcs2,ENSG00000134240,HMGCS2
ENSMUSG00000086699,Gm16510,,
ENSMUSG00000113306,Mif-ps7,,
ENSMUSG00002076958,Gm55076,,
ENSMUSG00002076335,Gm55077,,
ENSMUSG00000021140,Pcnx,ENSG00000100731,PCNX1
ENSMUSG00000097025,Gm26558,,
ENSMUSG00000086946,Gm15527,,
ENSMUSG00002076347,Gm55127,,
ENSMUSG00000000838,Fmr1,ENSG00000102081,FMR1
ENSMUSG00000118342,Gm50255,,
ENSMUSG00000042694,Stn1,ENSG00000107960,STN1
ENSMUSG00000027284,Cdan1,ENSG00000140326,CDAN1
ENSMUSG00000023030,Slc11a2,ENSG00000110911,SLC11A2
ENSMUSG00000107764,Gm5318,,
ENSMUSG00000057370,Gm8724,,
ENSMUSG00000073067,9130019P16Rik,,
ENSMUSG00000100622,Gm20379,,
ENSMUSG00000021707,Dhfr,ENSG00000228716,DHFR
ENSMUSG00000021707,Dhfr,ENSG00000178700,DHFR2
ENSMUSG00000045725,Prr15,ENSG00000176532,PRR15
ENSMUSG00000085784,Gm12158,,
ENSMUSG00000105909,Gm43189,,
ENSMUSG00000084773,Gm12159,,
ENSMUSG00000028018,Gstcd,ENSG00000138780,GSTCD
ENSMUSG00000087089,Gm12160,,
ENSMUSG00000034744,Nagk,ENSG00000124357,NAGK
ENSMUSG00000098415,Mir6928,,
ENSMUSG00000090907,C030017D09Rik,,
ENSMUSG00000103248,Gm38087,,
ENSMUSG00000104099,Gm37312,,
ENSMUSG00000080981,Gm12161,,
ENSMUSG00000021540,Smad5,ENSG00000113658,SMAD5
ENSMUSG00000085476,Gm12162,,
ENSMUSG00000077320,Gm22284,,
ENSMUSG00000086686,F630206G17Rik,,
ENSMUSG00000083017,Gm12163,,
ENSMUSG00000001751,Naglu,ENSG00000108784,NAGLU
ENSMUSG00000110566,Olfr865-ps1,,
ENSMUSG00000050803,Olfr866,ENSG00000237521,OR7E24
ENSMUSG00000110972,5830462O15Rik,,
ENSMUSG00002076003,Gm55452,,
ENSMUSG00000110966,Gm47255,,
ENSMUSG00000097990,Gm19557,,
ENSMUSG00002075513,Gm55453,,
ENSMUSG00000044454,Olfr867,ENSG00000174667,OR7D4
ENSMUSG00000058624,Gda,ENSG00000119125,GDA
ENSMUSG00000081251,Gm12164,,
ENSMUSG00000044106,Olfr868,ENSG00000237521,OR7E24
ENSMUSG00002075680,Gm55531,,
ENSMUSG00000019301,Hsd17b1,ENSG00000108786,HSD17B1
ENSMUSG00000058491,Olfr869,ENSG00000237521,OR7E24
ENSMUSG00000066899,Olfr870,,
ENSMUSG00000029238,Clock,ENSG00000134852,CLOCK
ENSMUSG00002075678,Gm55455,,
ENSMUSG00002075064,Gm55456,,
ENSMUSG00000061457,Olfr871,,
ENSMUSG00000001755,Coasy,ENSG00000068120,COASY
ENSMUSG00000066897,Olfr872,ENSG00000237521,OR7E24
ENSMUSG00000088236,Gm25425,ENSG00000222652,RNU6-248P
ENSMUSG00000088236,Gm25425,ENSG00000201775,RNU6-1325P
ENSMUSG00000059623,Olfr39,ENSG00000174667,OR7D4
ENSMUSG00000045896,Paip2b,ENSG00000124374,PAIP2B
ENSMUSG00002075104,Gm55294,,
ENSMUSG00002075185,Gm55295,,
ENSMUSG00000049028,Olfr873,ENSG00000237521,OR7E24
ENSMUSG00000021725,Parp8,ENSG00000151883,PARP8
ENSMUSG00000077332,Gm23014,,
ENSMUSG00000108107,Gm5312,,
ENSMUSG00000032336,Nptn,ENSG00000156642,NPTN
ENSMUSG00000047228,A2ml1,,
ENSMUSG00000104787,Gm19148,,
ENSMUSG00000105259,Gm42874,,
ENSMUSG00000105217,Gm42873,,
ENSMUSG00000001416,Cct3,ENSG00000163468,CCT3
ENSMUSG00000091019,Gm7502,,
ENSMUSG00000117428,Gm4833,,
ENSMUSG00000117490,Gm35031,,
ENSMUSG00000022016,Akap11,ENSG00000023516,AKAP11
ENSMUSG00000079382,Gm3443,,
ENSMUSG00000117385,Gm20147,,
ENSMUSG00000117484,Gm5500,,
ENSMUSG00000117424,Gm35232,,
ENSMUSG00000092097,Gm5819,,
ENSMUSG00000006169,Clint1,ENSG00000113282,CLINT1
ENSMUSG00000035171,1110059E24Rik,ENSG00000155621,C9orf85
ENSMUSG00002076391,Gm55178,,
ENSMUSG00000103172,Gm37148,,
ENSMUSG00000117549,Gm7523,,
ENSMUSG00000117483,Gm18526,,
ENSMUSG00000036904,Fzd8,ENSG00000177283,FZD8
ENSMUSG00000036855,Gjd4,ENSG00000177291,GJD4
ENSMUSG00000117644,Gm50053,,
ENSMUSG00000024286,Ccny,ENSG00000108100,CCNY
ENSMUSG00000090350,Gm17148,,
ENSMUSG00000087444,Gm5475,,
ENSMUSG00000091184,Gm17059,,
ENSMUSG00000097633,Gm16617,,
ENSMUSG00000091941,Gm7399,,
ENSMUSG00000118697,Gm23803,,
ENSMUSG00000021893,Capn7,ENSG00000131375,CAPN7
ENSMUSG00000112673,Gm7413,,
ENSMUSG00000020181,Nav3,ENSG00000067798,NAV3
ENSMUSG00002076914,Gm55042,,
ENSMUSG00000097827,5330439K02Rik,,
ENSMUSG00000063354,Slc39a4,ENSG00000147804,SLC39A4
ENSMUSG00000047368,Abhd17b,ENSG00000107362,ABHD17B
ENSMUSG00000027598,Itch,ENSG00000078747,ITCH
ENSMUSG00000107644,Gm6342,,
ENSMUSG00000107503,Gm44009,,
ENSMUSG00000118055,Gm50129,,
ENSMUSG00000025060,Slk,ENSG00000065613,SLK
ENSMUSG00000086040,Wipf3,ENSG00000122574,WIPF3
ENSMUSG00002075072,Gm55471,ENSG00000207587,MIR544A
ENSMUSG00000083285,Gm15815,,
ENSMUSG00000086741,Gm15816,,
ENSMUSG00000070084,Mir486,ENSG00000274705,MIR486-1
ENSMUSG00000106471,Mir3107,,
ENSMUSG00000063672,Nkx6-3,ENSG00000165066,NKX6-3
ENSMUSG00000117448,Gm50055,,
ENSMUSG00000117503,Gm7527,,
ENSMUSG00000031545,Gpat4,ENSG00000158669,GPAT4
ENSMUSG00000117435,Gm7532,,
ENSMUSG00000117349,Gm7274,,
ENSMUSG00000117641,Gm46641,,
ENSMUSG00002076359,Gm55184,ENSG00000252550,
ENSMUSG00002076359,Gm55184,ENSG00000252011,
ENSMUSG00000050996,Cetn1,ENSG00000177143,CETN1
ENSMUSG00000113622,Gm49749,,
ENSMUSG00002076178,Gm55080,,
ENSMUSG00000113746,Gm48242,,
ENSMUSG00000040856,Dlk1,ENSG00000185559,DLK1
ENSMUSG00000115987,Vps28,ENSG00000160948,VPS28
ENSMUSG00000117402,Gm4834,,
ENSMUSG00000036103,Colec12,ENSG00000158270,COLEC12
ENSMUSG00000033987,Dnah17,ENSG00000187775,DNAH17
ENSMUSG00000108081,Gm44026,,
ENSMUSG00000019124,Scrn1,ENSG00000136193,SCRN1
ENSMUSG00000037353,Letmd1,ENSG00000050426,LETMD1
ENSMUSG00000103925,B230112G18Rik,,
ENSMUSG00000031546,Gins4,ENSG00000147536,GINS4
ENSMUSG00000106831,Ube2n-ps1,,
ENSMUSG00000106815,Gm43658,,
ENSMUSG00000098449,Gm7467,,
ENSMUSG00000117390,Gm50080,,
ENSMUSG00000029235,Pdcl2,ENSG00000163440,PDCL2
ENSMUSG00000066896,Olfr18,,
ENSMUSG00000117597,Gm50078,,
ENSMUSG00000091285,Gm17430,,
ENSMUSG00000098235,Gm7497,,
ENSMUSG00000089054,Gm23350,,
ENSMUSG00000117619,Gm50079,,
ENSMUSG00002076222,Gm55185,,
ENSMUSG00000117453,Gm2424,,
ENSMUSG00000092039,Gm5501,,
ENSMUSG00000024287,Thoc1,ENSG00000079134,THOC1
ENSMUSG00000110466,Gm45815,,
ENSMUSG00000045519,Zfp560,ENSG00000197961,ZNF121
ENSMUSG00000038074,Fkbp14,ENSG00000106080,FKBP14
ENSMUSG00000002342,Tmem161a,ENSG00000064545,TMEM161A
ENSMUSG00000028016,Ints12,ENSG00000138785,INTS12
ENSMUSG00000039367,Sec24c,,
ENSMUSG00000074269,Rec114,ENSG00000183324,REC114
ENSMUSG00000087037,4930432L08Rik,,
ENSMUSG00000029236,Nmu,ENSG00000109255,NMU
ENSMUSG00000041301,Cftr,ENSG00000001626,CFTR
ENSMUSG00000054594,Oscar,ENSG00000170909,OSCAR
ENSMUSG00000053398,Phgdh,ENSG00000092621,PHGDH
ENSMUSG00000102410,Gm36935,,
ENSMUSG00000110910,4921534A09Rik,,
ENSMUSG00000112197,Gm47337,,
ENSMUSG00000093473,Gm20620,,
ENSMUSG00000112556,Gm47339,,
ENSMUSG00000112595,Gm47340,,
ENSMUSG00000110761,Gm29761,,
ENSMUSG00000112548,Gm47338,,
ENSMUSG00000111948,Gm47055,,
ENSMUSG00000112398,9230102K24Rik,,
ENSMUSG00000032409,Atr,ENSG00000175054,ATR
ENSMUSG00000038055,Dexi,ENSG00000182108,DEXI
ENSMUSG00000112872,Gm47058,,
ENSMUSG00000040624,Plekhg1,ENSG00000120278,PLEKHG1
ENSMUSG00000107160,Gm42666,,
ENSMUSG00000106982,Gm42665,,
ENSMUSG00000022884,Eif4a2,ENSG00000156976,EIF4A2
ENSMUSG00000029648,Flt1,ENSG00000102755,FLT1
ENSMUSG00000109429,Gm45223,,
ENSMUSG00000109498,Gm45222,,
ENSMUSG00000109005,Gm45221,,
ENSMUSG00000109279,Gm45220,,
ENSMUSG00000050064,Zfp697,ENSG00000143067,ZNF697
ENSMUSG00000038502,Ptov1,ENSG00000104960,PTOV1
ENSMUSG00000118206,Gm50358,,
ENSMUSG00000086121,Gm16068,,
ENSMUSG00000024754,Cemip2,ENSG00000135048,CEMIP2
ENSMUSG00000044636,Csrnp2,ENSG00000110925,CSRNP2
ENSMUSG00000040969,Arhgef38,ENSG00000236699,ARHGEF38
ENSMUSG00000059323,Tonsl,ENSG00000160949,TONSL
ENSMUSG00000082596,Gm14227,,
ENSMUSG00000047459,Dynlrb1,ENSG00000125971,DYNLRB1
ENSMUSG00000097282,5031415H12Rik,,
ENSMUSG00000117231,Gm41609,,
ENSMUSG00000105957,Gm43254,,
ENSMUSG00002076311,Gm55300,,
ENSMUSG00000090817,Hsd3b9,ENSG00000203859,HSD3B2
ENSMUSG00000090817,Hsd3b9,ENSG00000203857,HSD3B1
ENSMUSG00000110086,Gm45623,ENSG00000271824,SMIM32
ENSMUSG00000114609,Gm29767,,
ENSMUSG00000114876,Gm48026,,
ENSMUSG00000015659,Serac1,ENSG00000122335,SERAC1
ENSMUSG00000114792,Gm6416,,
ENSMUSG00000114964,Gm18945,,
ENSMUSG00000045034,Ankrd34b,ENSG00000189127,ANKRD34B
ENSMUSG00000106107,Gm43190,,
ENSMUSG00000106129,Gm19210,,
ENSMUSG00000047879,Usp14,ENSG00000101557,USP14
ENSMUSG00000095143,Hsd3b4,ENSG00000203859,HSD3B2
ENSMUSG00000095143,Hsd3b4,ENSG00000203857,HSD3B1
ENSMUSG00000027602,Map1lc3a,ENSG00000101460,MAP1LC3A
ENSMUSG00000001418,Glmp,ENSG00000198715,GLMP
ENSMUSG00000034334,Fam151b,ENSG00000152380,FAM151B
ENSMUSG00000038383,Pigu,ENSG00000101464,PIGU
ENSMUSG00000035674,Ndufa3,ENSG00000170906,NDUFA3
ENSMUSG00000021728,Emb,ENSG00000170571,EMB
ENSMUSG00000053929,Cyhr1,ENSG00000187954,ZFTRAF1
ENSMUSG00000085511,Gm11738,,
ENSMUSG00000098602,Mir6946,,
ENSMUSG00000044847,Lsm11,ENSG00000155858,LSM11
ENSMUSG00000049295,Zfp219,ENSG00000165804,ZNF219
ENSMUSG00000030815,Phkg2,ENSG00000156873,PHKG2
ENSMUSG00000105696,Gm19211,,
ENSMUSG00000095388,Hsd3b8,ENSG00000203859,HSD3B2
ENSMUSG00000095388,Hsd3b8,ENSG00000203857,HSD3B1
ENSMUSG00000118021,Gm50130,,
ENSMUSG00000045104,Ldhb-ps,,
ENSMUSG00000118237,Gm50133,,
ENSMUSG00000118273,Gm41819,,
ENSMUSG00000118226,Gm50134,,
ENSMUSG00000025064,Col17a1,ENSG00000065618,COL17A1
ENSMUSG00000015341,Golga7,ENSG00000147533,GOLGA7
ENSMUSG00000011254,Thg1l,ENSG00000113272,THG1L
ENSMUSG00000004187,Kifc2,ENSG00000167702,KIFC2
ENSMUSG00000087389,Gm15592,,
ENSMUSG00000080767,Gm15595,,
ENSMUSG00000001420,Tmem79,ENSG00000163472,TMEM79
ENSMUSG00000005225,Plekha8,ENSG00000106086,PLEKHA8
ENSMUSG00000112977,Gm34081,,
ENSMUSG00000113704,Gm27528,,
ENSMUSG00002076191,Gm55083,,
ENSMUSG00002076695,Gm55095,,
ENSMUSG00002074892,Gm55096,ENSG00000276919,
ENSMUSG00000084535,Mir1906-1,,
ENSMUSG00000076451,Mir770,ENSG00000211574,MIR770
ENSMUSG00000076316,Mir673,,
ENSMUSG00000077025,Mir493,,
ENSMUSG00000065526,Mir337,ENSG00000199151,MIR337
ENSMUSG00000105210,Mir3544,,
ENSMUSG00000076216,Mir695,,
ENSMUSG00000072900,Mir540,,
ENSMUSG00000076313,Mir665,ENSG00000283159,MIR665
ENSMUSG00000119229,Mir3070a,,
ENSMUSG00000119223,Mir3070b,,
ENSMUSG00000105641,Gm5853,,
ENSMUSG00000038375,Trp53inp2,ENSG00000078804,TP53INP2
ENSMUSG00000042700,Sipa1l1,ENSG00000197555,SIPA1L1
ENSMUSG00000106456,Gm9678,,
ENSMUSG00000091423,Gm17509,,
ENSMUSG00000114540,Gm6421,,
ENSMUSG00000038092,Hsd3b5,ENSG00000203859,HSD3B2
ENSMUSG00000038092,Hsd3b5,ENSG00000203857,HSD3B1
ENSMUSG00000021706,Zfyve16,,
ENSMUSG00000024290,Rock1,ENSG00000067900,ROCK1
ENSMUSG00000081919,Gm12399,,
ENSMUSG00000083331,Gm12400,,
ENSMUSG00000063730,Hsd3b2,ENSG00000203859,HSD3B2
ENSMUSG00000063730,Hsd3b2,ENSG00000203857,HSD3B1
ENSMUSG00000040489,Sox30,ENSG00000039600,SOX30
ENSMUSG00000028013,Ppa2,ENSG00000138777,PPA2
ENSMUSG00000034345,Gtf2h5,ENSG00000272047,GTF2H5
ENSMUSG00000082870,Gm12165,,
ENSMUSG00000110256,Gm45412,,
ENSMUSG00000069899,Gm12166,ENSG00000198818,SFT2D1
ENSMUSG00000077399,Gm24335,,
ENSMUSG00000091204,Exoc1l,ENSG00000250821,EXOC1L
ENSMUSG00000031548,Sfrp1,ENSG00000104332,SFRP1
ENSMUSG00000106845,Gm43156,,
ENSMUSG00000107065,Gm43155,,
ENSMUSG00000029649,Pomp,ENSG00000132963,POMP
ENSMUSG00000002346,Slc25a42,ENSG00000181035,SLC25A42
ENSMUSG00000001036,Epn2,ENSG00000072134,EPN2
ENSMUSG00000037469,Acp7,ENSG00000183760,ACP7
ENSMUSG00000047407,Tgif1,ENSG00000177426,TGIF1
ENSMUSG00000110811,Gm48729,,
ENSMUSG00000082123,Gm16149,,
ENSMUSG00000039357,Fut11,ENSG00000196968,FUT11
ENSMUSG00002075426,Gm55556,,
ENSMUSG00000082605,Gm16148,,
ENSMUSG00000070306,Ccdc153,ENSG00000248712,CCDC153
ENSMUSG00000114358,Gm5200,,
ENSMUSG00000014959,Gorasp2,ENSG00000115806,GORASP2
ENSMUSG00000046957,Spz1,ENSG00000164299,SPZ1
ENSMUSG00000021730,Hcn1,ENSG00000164588,HCN1
ENSMUSG00000020109,Dnajb12,ENSG00000148719,DNAJB12
ENSMUSG00000119862,Gm25328,ENSG00000207504,RNU6-1031P
ENSMUSG00000072571,Tmem253,ENSG00000232070,TMEM253
ENSMUSG00000039231,Suv39h1,ENSG00000101945,SUV39H1
ENSMUSG00000107079,Gm35648,,
ENSMUSG00000101651,Gm28402,,
ENSMUSG00000009733,Tfcp2,ENSG00000135457,TFCP2
ENSMUSG00000038065,Mturn,ENSG00000180354,MTURN
ENSMUSG00000033540,Idua,ENSG00000127415,IDUA
ENSMUSG00000021703,Serinc5,ENSG00000164300,SERINC5
ENSMUSG00000002343,Armc6,ENSG00000105676,ARMC6
ENSMUSG00000063787,Chchd1,ENSG00000172586,CHCHD1
ENSMUSG00000108283,Gm44008,,
ENSMUSG00000058446,Znrf2,ENSG00000180233,ZNRF2
ENSMUSG00000115454,Gm49086,,
ENSMUSG00000115141,Gm49256,,
ENSMUSG00000044286,Olfr221,ENSG00000169327,OR5AU1
ENSMUSG00000107841,Gm44185,,
ENSMUSG00000000416,Cttnbp2,ENSG00000077063,CTTNBP2
ENSMUSG00000114631,Gm5199,,
ENSMUSG00000079048,4933413L06Rik,,
ENSMUSG00002076298,Gm55209,,
ENSMUSG00000062410,Hsd3b3,ENSG00000203859,HSD3B2
ENSMUSG00000062410,Hsd3b3,ENSG00000203857,HSD3B1
ENSMUSG00000065853,Gm22354,ENSG00000271982,SNORD58B
ENSMUSG00000115736,Gm8586,,
ENSMUSG00000115541,Gm49258,,
ENSMUSG00000080468,Mir1195,,
ENSMUSG00000021892,Sh3bp5,ENSG00000131370,SH3BP5
ENSMUSG00000088155,Gm26349,,
ENSMUSG00000114713,Gm9633,,
ENSMUSG00000036636,Clcn7,ENSG00000103249,CLCN7
ENSMUSG00000021731,Mrps30,ENSG00000112996,MRPS30
ENSMUSG00000020108,Ddit4,ENSG00000168209,DDIT4
ENSMUSG00000027869,Hsd3b6,ENSG00000203859,HSD3B2
ENSMUSG00000027869,Hsd3b6,ENSG00000203857,HSD3B1
ENSMUSG00000037492,Zmat4,ENSG00000165061,ZMAT4
ENSMUSG00000097411,B430218F22Rik,,
ENSMUSG00000089085,Gm24004,,
ENSMUSG00000114668,Gm47563,,
ENSMUSG00000032338,Hcn4,ENSG00000138622,HCN4
ENSMUSG00000021702,Thbs4,ENSG00000113296,THBS4
ENSMUSG00000020107,Anapc16,ENSG00000166295,ANAPC16
ENSMUSG00002076413,Gm55141,ENSG00000252296,
ENSMUSG00002076413,Gm55141,ENSG00000272237,
